#version: ccfinder 7.3.2
#format: classwise
#langspec: JAVA
#option: -b 30
#option: -e char
#option: -k 30
#option: -r abcdfikmnoprsuv
#option: -c wfg
#option: -y 
#begin{file description}
0.18	107,35,310	110,11,382	62
0.19	104,85,231	107,7,303	62
0.19	107,37,310	110,11,382	62
#end{set}
#begin{set}
0.18	105,83,262	107,9,305	38
0.18	107,35,310	109,9,353	38
0.19	105,87,262	107,9,305	38
0.19	107,37,310	109,9,353	38
#end{set}
#begin{set}
0.18	107,35,310	109,7,351	36
0.18	108,79,341	110,11,382	36
0.19	107,37,310	109,7,351	36
0.19	108,83,341	110,11,382	36
#end{set}
#begin{set}
0.18	140,5,560	145,18,597	22
0.18	146,5,605	151,17,642	0
0.19	142,5,590	147,18,627	24
0.19	144,5,605	149,17,642	11
#end{set}
#begin{set}
0.18	140,5,560	147,18,612	22
0.18	142,5,575	149,18,627	9
0.18	144,5,590	151,17,642	0
0.19	142,5,590	149,17,642	24
#end{set}
#begin{set}
0.18	140,5,560	149,18,627	22
0.18	142,5,575	151,17,642	9
#end{set}
#begin{set}
0.18	57,10,31	110,46,386	318
0.19	57,10,31	110,48,386	318
#end{set}
#begin{set}
0.18	119,5,416	126,61,446	28
0.19	116,5,410	123,63,440	28
#end{set}
#begin{set}
0.18	128,5,454	131,49,486	30
0.19	124,5,440	127,49,472	30
#end{set}
#begin{set}
0.18	131,5,481	135,37,514	31
0.19	129,5,483	133,37,516	31
#end{set}
#begin{set}
0.18	144,5,590	155,4,664	16
0.19	142,5,590	153,4,664	40
#end{set}
#begin{set}
0.21	116,3,213	123,30,245	6
0.21	119,3,225	126,31,257	0
#end{set}
#begin{set}
0.21	116,3,213	124,30,249	6
0.21	118,3,221	126,31,257	0
#end{set}
#begin{set}
0.21	116,3,213	125,26,253	6
0.21	117,3,217	126,31,257	2
#end{set}
#begin{set}
0.22	394,3,542	398,5,572	27
0.22	436,3,857	442,11,887	0
#end{set}
#begin{set}
0.22	394,3,542	398,28,578	27
0.22	398,3,572	402,32,608	0
0.22	416,3,707	420,33,743	0
#end{set}
#begin{set}
0.22	394,3,542	400,5,587	27
0.22	434,3,842	442,11,887	0
#end{set}
#begin{set}
0.22	394,3,542	400,34,593	27
0.22	396,3,557	402,32,608	12
0.22	414,3,692	420,33,743	0
#end{set}
#begin{set}
0.22	394,3,542	402,5,602	27
0.22	432,3,827	442,11,887	0
#end{set}
#begin{set}
0.22	394,3,542	402,32,608	27
0.22	406,3,632	414,42,698	15
0.22	408,3,647	416,30,713	6
0.22	410,3,662	418,32,728	0
0.22	422,3,752	430,41,818	21
0.22	424,3,767	432,44,833	6
0.22	426,3,782	434,39,848	0
0.22	428,3,797	436,41,863	0
0.22	430,3,812	438,39,878	0
#end{set}
#begin{set}
0.22	394,3,542	404,32,623	42
0.22	412,3,677	422,31,758	15
#end{set}
#begin{set}
0.22	395,4,550	402,32,608	19
0.22	405,4,625	412,37,683	15
0.22	413,4,685	420,33,743	0
0.22	421,4,745	428,42,803	28
#end{set}
#begin{set}
0.22	397,4,565	402,32,608	4
0.22	405,4,625	410,33,668	15
0.22	415,4,700	420,33,743	0
0.22	421,4,745	426,43,788	28
#end{set}
#begin{set}
0.22	403,4,610	420,33,743	28
0.22	419,4,730	436,41,863	30
#end{set}
#begin{set}
0.22	405,4,625	410,5,662	15
0.22	421,4,745	426,5,782	28
0.22	435,4,850	442,11,887	0
#end{set}
#begin{set}
0.22	405,4,625	412,5,677	15
0.22	421,4,745	428,5,797	28
0.22	433,4,835	442,11,887	0
#end{set}
#begin{set}
0.22	405,4,625	414,5,692	15
0.22	421,4,745	430,5,812	28
0.22	431,4,820	442,11,887	0
#end{set}
#begin{set}
0.22	405,4,625	414,42,698	15
0.22	411,4,670	420,33,743	0
0.22	421,4,745	430,41,818	28
#end{set}
#begin{set}
0.22	405,4,625	416,5,707	15
0.22	421,4,745	432,5,827	28
0.22	429,4,805	442,11,887	0
#end{set}
#begin{set}
0.22	405,4,625	416,30,713	15
0.22	409,4,655	420,33,743	0
0.22	421,4,745	432,44,833	28
#end{set}
#begin{set}
0.22	405,4,625	418,5,722	15
0.22	421,4,745	434,5,842	28
0.22	427,4,790	442,11,887	0
#end{set}
#begin{set}
0.22	405,4,625	418,32,728	15
0.22	407,4,640	420,33,743	13
0.22	421,4,745	434,39,848	28
#end{set}
#begin{set}
0.22	405,4,625	420,5,737	15
0.22	421,4,745	436,5,857	28
